Line	Source	BiGG	MNXM	Stuff	
12: bigg.metabolite:	oh1	MNXM02	Hydroxideion
1923910: bigg.metabolite:	cdpdtdecg	MNXM736328	CDP-1,2-ditetradecanoylglycerol
1923980: bigg.metabolite:	cdpabeq	MNXM736337	CDP-abequose
1923996: bigg.metabolite:	cm	MNXM736341	Chloramphenicol
1924373: bigg.metabolite:	fald	MNXM736417	Formaldehyde
1924427: bigg.metabolite:	clpn160	MNXM736425	Cardiolipin(tetrahexadecanoyl,n-C16:0)
1924577: bigg.metabolite:	cdpdodecg	MNXM736453	CDP-1,2-dioctadecanoylglycerol
1924633: bigg.metabolite:	HC02022	MNXM736463	Cholest-5-En-3Beta-YlOctadecanoate
1924667: bigg.metabolite:	M01476	MNXM736470	Cholest-5-En-3Beta-Yl(7Z,10Z,13Z,16Z-Docosatetraenoate)
1924767: bigg.metabolite:	gbside_cho	MNXM736488	Globoside
1924795: bigg.metabolite:	HC02193	MNXM736494	Glycolithocholate
1924906: bigg.metabolite:	dptne	MNXM736512	Diploptene
1924925: bigg.metabolite:	dpterol	MNXM736515	Diplopterol
1924970: bigg.metabolite:	leuktrA4	MNXM736522	LeukotrieneA4cytosol
1925262: bigg.metabolite:	L_sergly	MNXM736573	LSerylglycine
1925297: bigg.metabolite:	cholphya	MNXM736583	Chlorophylla
1925313: bigg.metabolite:	chlb	MNXM736590	Chlorophyllb
1925338: bigg.metabolite:	galfragund	MNXM7366	Galactofuranosyl(30)-rhamanosyl-N-acetylglucosamyl-undecaprenyldiphosphate(Mtb)
1925434: bigg.metabolite:	cro4	MNXM736620	Chromate
1925611: bigg.metabolite:	dgmp	MNXM736654	DGMP
1925780: bigg.metabolite:	sbt__D	MNXM736685	D-Sorbitol
1925922: bigg.metabolite:	caro	MNXM736699	Beta-Carotene
1926268: bigg.metabolite:	M00123	MNXM736773	8Z,11Z-EicosadienoylCoenzymeA
1926284: bigg.metabolite:	M00101	MNXM736775	5Z,8Z,11Z-EicosatrienoylCoenzymeA
1926302: bigg.metabolite:	CE6227	MNXM736780	CoA-18-COOH-15E-dinor-LTE4
1926307: bigg.metabolite:	CE6189	MNXM736782	CoA-20-COOH-18-oxo-LTE4
1926312: bigg.metabolite:	CE6190	MNXM736784	CoA-20-COOH-LTE4
1926317: bigg.metabolite:	CE6188	MNXM736786	CoA-omega-COOH-dinor-LTE4
1926324: bigg.metabolite:	quin	MNXM736788	Quinate
1926450: bigg.metabolite:	copre5	MNXM736806	Cobalt-precorrin5
1926465: bigg.metabolite:	codscl5b	MNXM736809	Cobalt-precorrin-5b
1926488: bigg.metabolite:	copre6	MNXM736811	Cobalt-precorrin6
1926771: bigg.metabolite:	3dhq	MNXM736874	3-Dehydroquinate
1926866: bigg.metabolite:	Ntmelys	MNXM736897	ProteinN6,N6,N6-trimethyl-L-lysine
1926972: bigg.metabolite:	C05302	MNXM736913	2-Methoxyestradiol-17beta
1927119: bigg.metabolite:	lanost	MNXM736942	Lanosterol
1927148: bigg.metabolite:	cpe160	MNXM736944	Cyclopropanephosphatidylethanolamine(dihexadec-9,10-cyclo-anoyl,n-C16:0cyclo)
1927161: bigg.metabolite:	cpe180	MNXM736947	Cyclopropanephosphatidylethanolamine(dioctadec-11,12-cyclo-anoyl,n-C18:0cyclo)
1927188: bigg.metabolite:	cpg160	MNXM736952	Cyclopropanephosphatidylglycerol(dihexadec-9,10-cyclo-anoyl,n-C16:0cyclo)
1927199: bigg.metabolite:	cpg180	MNXM736955	Cyclopropanephosphatidylglycerol(dioctadec-11,12-cyclo-anoyl,n-C18:0cyclo)
1927318: bigg.metabolite:	HC02197	MNXM736983	Sulfoglycolithocholate(2-)
1927352: bigg.metabolite:	dheas	MNXM736990	Dehydroepiandrosteronesulfate
1927559: bigg.metabolite:	menecyart	MNXM737017	24-Methylenecycloartanol
1927683: bigg.metabolite:	C03693	MNXM737035	D-Mannose1,6-bisphosphate
1927841: bigg.metabolite:	xylt	MNXM737068	Xylitol
1927917: bigg.metabolite:	 bilirub	MNXM737082	Bilirubincytosol
1928000: bigg.metabolite:	4r5au	MNXM737103	4-(1-D-Ribitylamino)-5-aminouracil
1928216: bigg.metabolite:	CE2047	MNXM737142	9,10-hydroxyoctadec-12(Z)-enoate
1928313: bigg.metabolite:	CE2445	MNXM737152	6-trans-leukotrieneB4
1928346: bigg.metabolite:	dcaro	MNXM737156	Delta-Carotene
1928474: bigg.metabolite:	apoC	MNXM737184	Apocarboxlase(nolysresidue)
1928656: bigg.metabolite:	athtp	MNXM737219	Adenosinethiaminetriphosphate
1928745: bigg.metabolite:	phitcoa	MNXM737234	E-Phenylitaconyl-CoA
1928771: bigg.metabolite:	dextrin	MNXM737241	Dextrin
1928873: bigg.metabolite:	pac	MNXM737265	Phenylaceticacid
1928924: bigg.metabolite:	3dpdhb	MNXM737269	3-Decaprenyl-4,5-dihdydroxybenzoate
1928946: bigg.metabolite:	3hivcoa	MNXM737273	3-Hydroxyisovaleryl-CoA
1929052: bigg.metabolite:	mfecostrl	MNXM737287	4alpha-Methylfecosterol
1929102: bigg.metabolite:	cdg	MNXM737298	7-deaza-7-carboxyguanine
1929182: bigg.metabolite:	pphn	MNXM737312	Prephenate
1929344: bigg.metabolite:	fum	MNXM737340	Fumarate
1929452: bigg.metabolite:	C11695	MNXM737355	Anandamide
1929566: bigg.metabolite:	5aizc	MNXM737371	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
1929775: bigg.metabolite:	pa140	MNXM737414	1,2-ditetradecanoyl-sn-glycerol3-phosphate
1929796: bigg.metabolite:	pg140	MNXM737417	Phosphatidylglycerol(ditetradecanoyl,n-C14:0)
1929871: bigg.metabolite:	pe1819Z1819Z	MNXM737426	Phosphatidylethanolamine(18:1(9Z)/18:1(9Z))
1930028: bigg.metabolite:	dolichol	MNXM737450	Dolichol
1930054: bigg.metabolite:	halipa	MNXM737466	Hepta-acylatedKDO(2)-lipid(A)
1930187: bigg.metabolite:	pa180	MNXM737489	1,2-dioctadecanoyl-sn-glycerol3-phosphate
1930210: bigg.metabolite:	pg180	MNXM737492	Phosphatidylglycerol(dioctadecanoyl,n-C18:0)
1930363: bigg.metabolite:	CE5278	MNXM737524	Dopachromeo-semiquinone
1930528: bigg.metabolite:	octdececrn	MNXM737565	OctadecenoylCarnitine(Hypothetical,PositionOfDoubleBondUnknown)
1930729: bigg.metabolite:	5mdru1p	MNXM737603	5-Methylthio-5-deoxy-D-ribulose1-phosphate
1931001: bigg.metabolite:	1a25dhvitd2	MNXM737660	1-alpha,25-DihydroxyvitaminD2
1931207: bigg.metabolite:	gly_cys__L	MNXM737700	GlyCys
1931262: bigg.metabolite:	CE5252	MNXM737717	Estrone-2,3-quinone
1931269: bigg.metabolite:	CE5251	MNXM737719	Estrone-3,4-quinone
1931624: bigg.metabolite:	ser__L	MNXM737787	L-Serine
1931708: bigg.metabolite:	tacr	MNXM737805	Tacrolimus
1931796: bigg.metabolite:	murein4px4p	MNXM737824	Twodisacharidelinkedmureinunits,tetrapeptidecorsslinkedtetrapeptide(A2pm->D-ala)(middleofchain)
1931924: bigg.metabolite:	hemeA	MNXM737850	HemeA
1932032: bigg.metabolite:	ckdo	MNXM737872	CMP-3-deoxy-D-manno-octulosonate
1932158: bigg.metabolite:	C04843	MNXM737896	(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate
1932181: bigg.metabolite:	gdpgpi	MNXM7379	Glucosaminylarchaetidyl-myo-inositol
1932310: bigg.metabolite:	mi1p__D	MNXM737935	1D-myo-Inositol1-phosphate
1932357: bigg.metabolite:	mi3p__D	MNXM737938	1D-myo-Inositol3-phosphate
1932411: bigg.metabolite:	anhm4p	MNXM737948	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide
1932523: bigg.metabolite:	gfgaragund	MNXM737969	Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyldiphosphate
1932540: bigg.metabolite:	gagicolipa	MNXM737974	Galactosyl-glucosyl-innercoreoligosaccharidelipidA
1932638: bigg.metabolite:	polglu	MNXM737994	Poly-gamma-D-glutamate
1932648: bigg.metabolite:	tartr__L	MNXM737997	L-tartrate
1932693: bigg.metabolite:	gacpail_hs	MNXM7380	Glucosaminyl-acylphosphatidylinositol
1932758: bigg.metabolite:	gd1c_cho	MNXM738011	GD1c
1932845: bigg.metabolite:	ggchlda	MNXM738042	Geranylgeranyl-Chlorophyllidea
1932942: bigg.metabolite:	cys__L	MNXM738068	L-Cysteine
1933086: bigg.metabolite:	3dpdhb_me	MNXM738089	3-Decaprenyl-4-hydroxy-5-methoxybenzoate
1933116: bigg.metabolite:	ggagicolipa	MNXM738093	Glucosyl-galactosyl-glucosyl-innercoreoligosaccharidelipidA
1933124: bigg.metabolite:	gggagicolipa	MNXM738096	Glucosyl-glucosyl-galactosyl-glucosyl-innercoreoligosaccharidelipidA
1933132: bigg.metabolite:	gicolipa	MNXM738099	Glucosyl-innercoreoligosaccharidelipidA
1933153: bigg.metabolite:	garagund	MNXM738102	Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyldiphosphate
1933265: bigg.metabolite:	glycogen	MNXM738130	Glycogen
1933528: bigg.metabolite:	6occhcoa	MNXM738179	6-oxocyclohex-1-ene-1-carboxyl-CoA
1933541: bigg.metabolite:	dhmptp	MNXM738182	Dihydromonapterin-triphosphate
1933654: bigg.metabolite:	alpp	MNXM738203	Applipoprotein
1933817: bigg.metabolite:	forcoa	MNXM738242	Formyl-CoA(4-)
1933843: bigg.metabolite:	c16dc	MNXM738244	HexadecanedioicAcidMono-L-CarnitineEster
1933929: bigg.metabolite:	cbtnCCP	MNXM738261	Carboxybiotin-carboxyl-carrierprotein
1934018: bigg.metabolite:	5pmev	MNXM738283	R5Phosphomevalonate
1934101: bigg.metabolite:	g1m6masnB1	MNXM7383	Glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine(protein)
1934361: bigg.metabolite:	digalsgalside_cho	MNXM738360	Digalactosylceramidesulfate
1934394: bigg.metabolite:	zymst	MNXM738369	Zymosterol
1934435: bigg.metabolite:	icolipa	MNXM738373	InnercoreoligosaccharidelipidA(Ecoli)
1934520: bigg.metabolite:	 bbtcoa	MNXM738399	Gamma-butyrobetainyl-CoA
1934535: bigg.metabolite:	g1m7masnB	MNXM7384	Glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine,isoformB(protein)
1934567: bigg.metabolite:	fe3hox	MNXM738412	Fe(III)hydroxamate
1934657: bigg.metabolite:	n2o	MNXM738430	Nitrousoxide
1934685: bigg.metabolite:	dchac	MNXM738432	Deoxycholate
1934796: bigg.metabolite:	vioxan	MNXM738454	Violaxanthin
1934972: bigg.metabolite:	3haACP	MNXM738485	(3R)-3-Hydroxyacyl-[acyl-carrierprotein]
1935026: bigg.metabolite:	g1m7masnC	MNXM7385	Glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine,isoformC(protein)
1935300: bigg.metabolite:	kdo2lipid4p	MNXM738560	KDO(2)-lipidIV(A)withpalmitoleoyl
1935312: bigg.metabolite:	dag_hs	MNXM738565	Diacylglycerol(homosapiens)
1935379: bigg.metabolite:	HC01118	MNXM738581	PresqualeneDiphosphate
1935404: bigg.metabolite:	psqldp	MNXM738585	Presqualenediphosphate
1935421: bigg.metabolite:	CE5788	MNXM738590	Kinetensin1-7
1935426: bigg.metabolite:	CE5789	MNXM738592	Kinetensin1-8
1935514: bigg.metabolite:	CE1401	MNXM738607	Homocysteinethiolactone
1935597: bigg.metabolite:	prophe	MNXM738623	Prolyl-Phenylalanine
1935687: bigg.metabolite:	xu1p__D	MNXM738646	D-Xylulose1-phosphate
1935697: bigg.metabolite:	C03405	MNXM738649	Lactosylceramidesulfate
1935730: bigg.metabolite:	murein5p4p	MNXM738657	Twolinkeddisacharidepentapeptideandtetrapeptidemureinunits(uncrosslinked,middleofchain)
1935760: bigg.metabolite:	murein5p3p	MNXM738663	Twolinkeddisacharidepentapeptideandtripeptidemureinunits(uncrosslinked,middleofchain)
1935783: bigg.metabolite:	udparab	MNXM738669	UDP-L-arabinose
1935944: bigg.metabolite:	nadph	MNXM738702	Nicotinamideadeninedinucleotidephosphate-reduced
1936087: bigg.metabolite:	lipa_cold	MNXM738728	ColdadaptedKDO(2)-lipid(A)
1936340: bigg.metabolite:	oxalc	MNXM738770	4-oxalocrotonate
1936382: bigg.metabolite:	mmcoa__R	MNXM738783	(R)-Methylmalonyl-CoA
1936520: bigg.metabolite:	met__L	MNXM738804	L-Methionine
1936598: bigg.metabolite:	CE2006	MNXM738820	4-hydroxy-2-nonenal
1936643: bigg.metabolite:	mnt	MNXM738828	Manninotriose
1936679: bigg.metabolite:	alltn	MNXM738834	Allantoin
1936750: bigg.metabolite:	melt	MNXM738848	Melibiitol
1936832: bigg.metabolite:	dhcrm_cho	MNXM738869	Dihydroceramide
1936910: bigg.metabolite:	3mglutr	MNXM738882	3-Methyl-Glutarate
1937075: bigg.metabolite:	mocogdp	MNXM738913	Molybdopteringuaninedinucleotide
1937097: bigg.metabolite:	pchlld	MNXM738918	Protochlorophyllide
1937129: bigg.metabolite:	gbbtn	MNXM738926	Gamma-butyrobetaine
1937134: bigg.metabolite:	4tmeabutn	MNXM738927	4-Trimethylammoniobutanoate
1937419: bigg.metabolite:	apep	MNXM738981	NalphaAcetylpeptide
1937431: bigg.metabolite:	chito2pdol	MNXM738984	N,N'-Diacetylchitobiosyldiphosphodolichol
1937437: bigg.metabolite:	3opcoa	MNXM738988	3-oxopropionyl-CoA
1937555: bigg.metabolite:	anhgm4p	MNXM739017	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide
1937575: bigg.metabolite:	nmthsrtn	MNXM739020	N-Methylserotonin
1937646: bigg.metabolite:	tglp	MNXM739032	NTetradecanoylglycylpeptide
1937649: bigg.metabolite:	CE4936	MNXM739033	N-acetyl-leukotrieneE4
1937738: bigg.metabolite:	rbrdxOX	MNXM739056	Oxidizedrubredoxin
1937954: bigg.metabolite:	trans_dd2coa	MNXM739105	TransDodec2enoylCoA
1937962: bigg.metabolite:	rbrdxRD	MNXM739108	Reducedrubredoxin
1938198: bigg.metabolite:	uAgl	MNXM739166	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine
1938257: bigg.metabolite:	upp3	MNXM739179	UroporphyrinIII
1938323: bigg.metabolite:	CE5542	MNXM739194	Noradrenochromeo-semiquinone
1938393: bigg.metabolite:	pp2coa	MNXM739211	AcrylylCoA
1938398: bigg.metabolite:	CE2207	MNXM739212	24-oxo-1alpha,23,25-trihydroxyvitaminD3
1938441: bigg.metabolite:	f26bp	MNXM739220	DFructose26bisphosphate
1938538: bigg.metabolite:	o16aund	MNXM739235	O16antigenundecaprenyldiphosphate
1938577: bigg.metabolite:	eca3und	MNXM739243	(enterobacterialcommonantigen)x3undecaprenyl-diphosphate
1938709: bigg.metabolite:	aso3	MNXM739275	Arsenite
1938821: bigg.metabolite:	1agpg180	MNXM739301	1-Acyl-sn-glycero-3-phosphoglycerol(n-C18:0)
1938930: bigg.metabolite:	CE4876	MNXM739321	Delta12-ProstaglandinJ2
1939099: bigg.metabolite:	dscl	MNXM739346	Dihydrosirohydrochlorin
1939105: bigg.metabolite:	shcl	MNXM739347	Dihydrosirohydrochlorin
1939147: bigg.metabolite:	2mhob	MNXM739353	2-Methyl-1-hydroxybutyl-ThPP
1939162: bigg.metabolite:	2mhop	MNXM739355	2-Methyl-1-hydroxypropyl-ThPP
1939482: bigg.metabolite:	mercplac	MNXM739426	3-Mercaptolactate
1939509: bigg.metabolite:	3mhtpp	MNXM739429	3-Methyl-1-hydroxybutyl-ThPP
1939710: bigg.metabolite:	vacc	MNXM739463	Vaccenicacid
1939835: bigg.metabolite:	4mlacac	MNXM739482	4Maleylacetoacetate
1939868: bigg.metabolite:	4fumacac	MNXM739483	4Fumarylacetoacetate
1939998: bigg.metabolite:	leutrna	MNXM739505	L-Leucyl-tRNA(Leu)
1940061: bigg.metabolite:	achms	MNXM739518	OAcetylLhomoserine
1940111: bigg.metabolite:	arg__L	MNXM739527	L-Arginine
1940253: bigg.metabolite:	udcp	MNXM739545	Undecaprenol
1940430: bigg.metabolite:	CE4810	MNXM739579	3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA
1940496: bigg.metabolite:	ch4	MNXM739590	Methane
1940502: bigg.metabolite:	pe161	MNXM739592	Phosphatidylethanolamine(dihexadec-9enoyl,n-C16:1)
1940573: bigg.metabolite:	Rtotal	MNXM739608	Rtotalc
1940576: bigg.metabolite:	Rtotal2	MNXM739609	Rtotal2position
1940643: bigg.metabolite:	Rtotal3	MNXM739623	Rtotal3position
1940751: bigg.metabolite:	C04805	MNXM739655	5(S)-HETE
1940795: bigg.metabolite:	gmhep7p	MNXM739658	D-Glycero-D-manno-heptose7-phosphate
1940868: bigg.metabolite:	kdo8p	MNXM739664	3-Deoxy-D-manno-octulosonate8-phosphate
1940894: bigg.metabolite:	uaagmda	MNXM739668	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala
1940949: bigg.metabolite:	23dhacoa	MNXM739676	2,3-dehydroadipyl-CoA
1940978: bigg.metabolite:	3mhis	MNXM739680	3-Methylhistidine
1941016: bigg.metabolite:	NPmehis	MNXM739683	NpaiMethylLhistidine
1941033: bigg.metabolite:	CE5853	MNXM739689	Alpha-CEHC-glucuronide
1941123: bigg.metabolite:	CE5945	MNXM739706	10,11-dihydro-20-dihydroxy-LTB4
1941134: bigg.metabolite:	CE6229	MNXM739708	13E-tetranor-16-carboxy-LTE4
1941228: bigg.metabolite:	M00938	MNXM739722	4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholest-8-En-3Beta-Ol
1941244: bigg.metabolite:	M00940	MNXM739724	4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholest-8-En-3Beta-Ol
1941259: bigg.metabolite:	CE7110	MNXM739726	5,6-epoxy,18R-HEPE
1941371: bigg.metabolite:	zxan	MNXM739742	Zeinoxanthin
1941495: bigg.metabolite:	n2	MNXM739758	Nitrogen
1941629: bigg.metabolite:	glyphe	MNXM739788	Glycylphenylalanine
1941652: bigg.metabolite:	gly_phe__L	MNXM739790	GlyPhe
1941986: bigg.metabolite:	CE3092	MNXM739849	Glutathionyl-3-hydroxykynurenineglucoside
1942346: bigg.metabolite:	1agpg181	MNXM739929	1-Acyl-sn-glycero-3-phosphoglycerol(n-C18:1)
1942419: bigg.metabolite:	g3p	MNXM739945	Glyceraldehyde3-phosphate
1942538: bigg.metabolite:	CE7088	MNXM739957	PGH3
1942566: bigg.metabolite:	progly	MNXM739962	L-Prolinylglycine
1942693: bigg.metabolite:	C04308	MNXM739989	Phosphatidyl-N-dimethylethanolamine
1942700: bigg.metabolite:	ptd2meeta_SC	MNXM739990	PhosphatidylNdimethylethanolamine
1942703: bigg.metabolite:	pg161	MNXM739991	Phosphatidylglycerol(dihexadec-9-enoyl,n-C16:1)
1942714: bigg.metabolite:	pgp161	MNXM739994	Phosphatidylglycerophosphate(dihexadec-9-enoyl,n-C16:1)
1942720: bigg.metabolite:	pgp180	MNXM739997	Phosphatidylglycerophosphate(dioctadecanoyl,n-C18:0)
1942739: bigg.metabolite:	ps180	MNXM740000	Phosphatidylserine(dioctadecanoyl,n-C18:0)
1942799: bigg.metabolite:	menylh4spt	MNXM740011	Methenyl-tetrahydrosarcinapterin
1942860: bigg.metabolite:	phthiocerol	MNXM740022	PhthiocerolA
1943085: bigg.metabolite:	tcynt	MNXM740078	Thiocyanate
1943202: bigg.metabolite:	pre_prot	MNXM7401	Glycophosphatidylinositol(GPI)-anchoredproteinprecursor
1943291: bigg.metabolite:	C02744	MNXM740114	Psychosinesulfate
1943422: bigg.metabolite:	2mpdhl	MNXM740144	S-(2-Methylpropanoyl)-dihydrolipoamide
1943452: bigg.metabolite:	cdpglyc	MNXM740148	CDPglycerol
1943590: bigg.metabolite:	dgslnt	MNXM740174	Selenodiglutathione
1943614: bigg.metabolite:	xolest2_cho	MNXM740184	Cholesterolester
1943617: bigg.metabolite:	xolest_cho	MNXM740185	Cholesterolester
1943810: bigg.metabolite:	murein5p5p5p	MNXM740231	Threelinkeddisacharidepentapeptidemureinunits(uncrosslinked,middleofchain)
1943925: bigg.metabolite:	HC02208	MNXM740252	Prostaglandin-d1
1943948: bigg.metabolite:	HC02213	MNXM740256	ProstaglandinE3
1943967: bigg.metabolite:	HC02216	MNXM740258	Prostaglandin-f2beta
1944008: bigg.metabolite:	CE6232	MNXM740262	ProstaglandinG1
1944017: bigg.metabolite:	CE6234	MNXM740264	ProstaglandinH1
1944116: bigg.metabolite:	uGgl	MNXM740290	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine
1944119: bigg.metabolite:	uAgla	MNXM740294	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine
1944319: bigg.metabolite:	abt	MNXM740330	LArabinitol
1944559: bigg.metabolite:	retac	MNXM740396	All-trans-Retinylacetate
1944701: bigg.metabolite:	rfamp	MNXM740424	Rifampin
1944856: bigg.metabolite:	alpro	MNXM740461	SAminomethyldihydrolipoylprotein
1944878: bigg.metabolite:	HC01712	MNXM740467	S-Glutaryldihydrolipoamide
1944886: bigg.metabolite:	S_gtrdhdlp	MNXM740468	S-Glutaryldihydrolipoamide
1945015: bigg.metabolite:	gq1balpha_hs	MNXM7405	GQ1balpha(homosapiens)
1945128: bigg.metabolite:	C05708	MNXM740529	Selenomethioninese-oxide
1945159: bigg.metabolite:	M01068	MNXM740536	5Alpha-Cholest-8-En-3-One
1945380: bigg.metabolite:	HC01787	MNXM740590	Lepidimoide
1945423: bigg.metabolite:	gt3_hs	MNXM7406	GT3(homosapiens)
1945839: bigg.metabolite:	ACP	MNXM740692	Acylcarrierprotein
1946239: bigg.metabolite:	clpn140	MNXM740794	Cardiolipin(tetratetradecanoyl,n-C14:0)
1946301: bigg.metabolite:	q10	MNXM740811	Ubiquinone-10
1946390: bigg.metabolite:	xol25oh	MNXM740834	25-Hydroxycholesterol
1946561: bigg.metabolite:	srch	MNXM740870	Sirohydrochlorin
1946566: bigg.metabolite:	scl	MNXM740871	Sirohydrochlorin
1946811: bigg.metabolite:	tgua	MNXM740931	Thioguanine
1946867: bigg.metabolite:	pgp_EC	MNXM740944	Phosphatidylglycerophosphate(Ecoli)
1947019: bigg.metabolite:	r15bp	MNXM740983	D-Ribose1,5-bisphosphate
1947146: bigg.metabolite:	tungs	MNXM741004	Tungstate
1947187: bigg.metabolite:	murein5p5p	MNXM741014	Twolinkeddisacharidepentapeptidemureinunits(uncrosslinked,middleofchain)
1947193: bigg.metabolite:	murein4p3p	MNXM741016	Twolinkeddisacharidetetrapeptideandtripeptidemureinunits(uncrosslinked,middleofchain)
1947201: bigg.metabolite:	murein4p4p	MNXM741019	Twolinkeddisacharidetetrapeptidemureinunits(uncrosslinked,middleofchain)
1947209: bigg.metabolite:	murein3p3p	MNXM741021	Twolinkeddisacharidetripeptidemureinunits(uncrosslinked,middleofchain)
1947284: bigg.metabolite:	uLa4fn	MNXM741041	Undecaprenylphosphate-4-amino-4-formyl-L-arabinose
1947348: bigg.metabolite:	HC02191	MNXM741060	Lithocholate
1947410: bigg.metabolite:	akgp_hs	MNXM741068	1-alkylglycerol3-phosphate(homosapiens)
1947438: bigg.metabolite:	akdhap_hs	MNXM741070	1-alkyldihydroxyacetonephosphate
1947576: bigg.metabolite:	hspg	MNXM7411	Heparansulfateproteoglycan
1947639: bigg.metabolite:	3c2hmp	MNXM741109	3-Carboxy-2-hydroxy-4-methylpentanoate
1947686: bigg.metabolite:	M03153	MNXM741114	17Z-HexacosenoicAcid
1947711: bigg.metabolite:	xyl4	MNXM741119	Xylotetraose
1948008: bigg.metabolite:	glu__L	MNXM741173	L-Glutamate
1948070: bigg.metabolite:	orn	MNXM741175	Ornithine
1948071: bigg.metabolite:	orn__L	MNXM741175	LOrnithine
1948113: bigg.metabolite:	asntrna	MNXM741177	L-Asparaginyl-tRNA(Asn)
1948133: bigg.metabolite:	glytrna	MNXM741182	Glycyl-tRNA(Gly)
1948174: bigg.metabolite:	phetrna	MNXM741195	L-Phenylalanyl-tRNA(Phe)
1948199: bigg.metabolite:	trptrna	MNXM741200	L-Tryptophanyl-tRNA(Trp)
1948215: bigg.metabolite:	glntrna	MNXM741205	L-Glutaminyl-tRNA(Gln)
1948229: bigg.metabolite:	alatrna	MNXM741209	L-Alanyl-tRNA(Ala)
1948250: bigg.metabolite:	tyrtrna	MNXM741214	L-Tyrosyl-tRNA(Tyr)
1948266: bigg.metabolite:	histrna	MNXM741219	L-Histidyl-tRNA(His)
1948286: bigg.metabolite:	iletrna	MNXM741224	L-Isoleucyl-tRNA(Ile)
1948302: bigg.metabolite:	argtrna	MNXM741229	L-Arginyl-tRNA(Arg)
1948323: bigg.metabolite:	thrtrna	MNXM741234	L-Threonyl-tRNA(Thr)
1948343: bigg.metabolite:	lystrna	MNXM741241	L-Lysine-tRNA(Lys)
1948364: bigg.metabolite:	lpro	MNXM741247	Lipoylprotein
1948437: bigg.metabolite:	valtrna	MNXM741266	L-Valyl-tRNA(Val)
1948493: bigg.metabolite:	2mcit	MNXM741276	2-Methylcitrate
1948536: bigg.metabolite:	phdp	MNXM741282	Phytyldiphosphate
1948587: bigg.metabolite:	mppp9om	MNXM741292	Magnesiumprotoporphyrinmonomethylester
1948626: bigg.metabolite:	4izp	MNXM741299	4-Imidazolone-5-propanoate
1948677: bigg.metabolite:	dvpchlld	MNXM741309	Divinylprotochlorophyllide
1948703: bigg.metabolite:	co2dam	MNXM741313	Cob(II)yrinatea,cdiamide
1948745: bigg.metabolite:	mettrna	MNXM741322	L-Methionyl-tRNA(Met)
1948780: bigg.metabolite:	grxrd	MNXM741333	Glutaredoxin(reduced)
1948785: bigg.metabolite:	trdrd	MNXM741334	Reducedthioredoxin
1948814: bigg.metabolite:	ak2g_hs	MNXM741340	1-alkyl2-acylglycerol
1948832: bigg.metabolite:	ak2g_cho	MNXM741344	1-alkyl2-acylglycerol
1948835: bigg.metabolite:	chldb	MNXM741348	Chlorophyllideb
1948846: bigg.metabolite:	sertrna	MNXM741350	L-Seryl-tRNA(Ser)
1948874: bigg.metabolite:	cobya	MNXM741357	Cobyrinate
1948949: bigg.metabolite:	co1dam	MNXM741370	Cob(I)yrinatea,cdiamide
1948985: bigg.metabolite:	phphbda	MNXM741384	Pheophorbidea
1949009: bigg.metabolite:	C01241	MNXM741387	Phosphatidyl-N-methylethanolamine
1949034: bigg.metabolite:	23dappa	MNXM741395	2,3-diaminopropionate
1949082: bigg.metabolite:	hpmdtria	MNXM7414	Hepta-methyldotriacontanoicacid(7methylbranches)
1949106: bigg.metabolite:	mcbts	MNXM741407	MycobactinS
1949116: bigg.metabolite:	eca4colipa	MNXM741410	(enterobacterialcommonantigen)x4coreoligosaccharidelipidA
1949124: bigg.metabolite:	retpalm	MNXM741412	All-trans-Retinylpalmitate
1949189: bigg.metabolite:	dh3mchc	MNXM741422	1,2-Dihydroxy-3-methylcyclohexa-3,5-dienecarboxylate
1949265: bigg.metabolite:	cspmd	MNXM741441	Carboxyspermidine
1949271: bigg.metabolite:	crmp_hs	MNXM741442	Ceramide1-phosphate
1949298: bigg.metabolite:	crmp_cho	MNXM741447	Ceramide1-phosphate(2-)
1949305: bigg.metabolite:	ergst	MNXM741449	Ergosterol
